path,label,class
/shareddrive/working/data_code/data/hilfe/trimmed/band_stop/bs_Hilfe_60.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/polarity_inversion/pi_Hilfe_243.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/no_865.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/emphesis/pe_Hilfe_40.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/six_1228.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/up_1661.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/go_811.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/bit_crush/bc_Hilfe_413.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_452.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/seven_band_parameter/sbp_Hilfe_509.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/emphesis/pe_Hilfe_422.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/gain_transition/gt_Hilfe_403.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/marvin_1489.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/pitch_shift/ps_Hilfe_223.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/seven_band_parameter/sbp_Hilfe_81.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/happy_717.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/wow_1529.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/pitch_shift/ps_Hilfe_456.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/mp3_compression/mp3c_Hilfe_119.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/cat_1390.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/pitch_shift/ps_Hilfe_105.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/house_1383.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/three_198.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/pitch_shift/ps_Hilfe_508.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/bit_crush/bc_Hilfe_453.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/no_666.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/_background_noise_/chunks/1s_chunks/neg1_random_segment_chunk5_chunk5.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/_background_noise_/chunks/1s_chunks/exercise_bike_random_segment_chunk4_chunk4.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_84.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/_background_noise_/chunks/1s_chunks/white_noise_random_segment_chunk2_chunk8.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/one_1099.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/go_1812.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/bed_540.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/on_509.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/on_2144.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/bed_1213.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/left_1228.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/bird_149.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/three_1596.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/band_pass/bp_Hilfe_75.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/two_1315.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/stop_30.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/eight_108.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/emphesis/pe_Hilfe_518.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/cat_1078.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/five_663.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/room_simulator/rs_Hilfe_0.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/go_1523.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/mp3_compression/mp3c_Hilfe_27.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/gain_transition/gt_Hilfe_167.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/mp3_compression/mp3c_Hilfe_413.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/polarity_inversion/pi_Hilfe_190.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/bird_619.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_376.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/sheila_79.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/gain_transition/gt_Hilfe_478.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/dog_1608.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/eight_1539.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/no_1918.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/six_1483.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/five_384.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/bird_1710.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/_background_noise_/chunks/1s_chunks/exercise_bike_random_segment_chunk1_chunk9.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/four_1744.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/five_2250.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/bit_crush/bc_Hilfe_87.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/bird_978.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_137.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/band_pass/bp_Hilfe_444.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/three_1591.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/mp3_compression/mp3c_Hilfe_151.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/left_1663.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/polarity_inversion/pi_Hilfe_335.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/happy_893.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/room_simulator/rs_Hilfe_524.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/nine_545.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/bit_crush/bc_Hilfe_501.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/right_814.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/high_shelf_filter/hsf_Hilfe_15.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/band_stop/bs_Hilfe_184.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_470.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/neg_emphesis/pne_Hilfe_300.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/gain_transition/gt_Hilfe_137.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/pitch_shift/ps_Hilfe_367.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/happy_602.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_507.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/seven_band_parameter/sbp_Hilfe_105.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/no_516.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/_background_noise_/chunks/1s_chunks/exercise_bike_random_segment_chunk3_chunk2.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/mp3_compression/mp3c_Hilfe_130.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/emphesis/pe_Hilfe_213.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/off_958.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/pitch_shift/ps_Hilfe_410.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/dog_767.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/neg_emphesis/pne_Hilfe_307.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_146.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_143.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/pitch_shift/ps_Hilfe_381.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/right_368.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/band_pass/bp_Hilfe_258.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/tree_1725.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/sheila_301.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/high_shelf_filter/hsf_Hilfe_67.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/neg_emphesis/pne_Hilfe_354.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/eight_643.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/eight_894.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/zero_1204.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_167.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_261.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/high_shelf_filter/hsf_Hilfe_259.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/on_1645.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/left_2155.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/no_1618.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/gain_transition/gt_Hilfe_141.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/stop_1067.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/stop_2327.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/marvin_293.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/five_1366.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_232.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_196.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/bit_crush/bc_Hilfe_299.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/wow_650.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/room_simulator/rs_Hilfe_376.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/polarity_inversion/pi_Hilfe_315.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/right_274.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/seven_band_parameter/sbp_Hilfe_294.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/six_1823.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/mp3_compression/mp3c_Hilfe_110.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/_background_noise_/chunks/1s_chunks/dude_miaowing_random_segment_chunk2_chunk4.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/sheila_136.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/bed_664.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/emphesis/pe_Hilfe_10.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/seven_1288.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/pitch_shift/ps_Hilfe_182.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/happy_1236.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/no_422.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/cat_1630.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/room_simulator/rs_Hilfe_88.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/emphesis/pe_Hilfe_276.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_273.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/right_669.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/seven_band_parameter/sbp_Hilfe_297.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/dog_322.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/generated/unknown/1seconds/33_adele.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/yes_380.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/gain_transition/gt_Hilfe_406.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/gain_transition/gt_Hilfe_354.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/three_306.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/tree_3.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/on_171.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/up_1719.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/high_shelf_filter/hsf_Hilfe_264.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/band_pass/bp_Hilfe_424.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/seven_band_parameter/sbp_Hilfe_187.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/band_pass/bp_Hilfe_125.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_316.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/tree_61.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_393.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/gain_transition/gt_Hilfe_532.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/high_shelf_filter/hsf_Hilfe_305.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/band_stop/bs_Hilfe_519.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/_background_noise_/chunks/1s_chunks/neg1_random_segment_chunk2_chunk6.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/seven_2140.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/sheila_293.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/mp3_compression/mp3c_Hilfe_150.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_523.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_368.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/seven_band_parameter/sbp_Hilfe_108.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/three_1036.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/seven_band_parameter/sbp_Hilfe_393.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/band_pass/bp_Hilfe_203.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/five_2032.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/gain_transition/gt_Hilfe_154.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/zero_53.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/go_1589.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/yes_1858.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/polarity_inversion/pi_Hilfe_528.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/stop_916.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/up_1728.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/polarity_inversion/pi_Hilfe_60.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/happy_589.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/eight_49.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/dog_207.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/off_5.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/six_437.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/bit_crush/bc_Hilfe_49.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/marvin_636.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_438.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/seven_1011.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/room_simulator/rs_Hilfe_151.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/bit_crush/bc_Hilfe_425.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/on_278.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_72.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/room_simulator/rs_Hilfe_319.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_253.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/six_361.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/tree_1473.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/high_shelf_filter/hsf_Hilfe_377.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/emphesis/pe_Hilfe_508.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/_background_noise_/chunks/1s_chunks/Crowd_Noise_random_segment_chunk4_chunk5.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/neg_emphesis/pne_Hilfe_369.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/one_134.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/up_1738.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/_background_noise_/chunks/1s_chunks/pink_noise_random_segment_chunk0_chunk9.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/band_pass/bp_Hilfe_264.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/yes_2160.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/tree_1336.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/band_pass/bp_Hilfe_119.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_325.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/polarity_inversion/pi_Hilfe_192.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/six_1828.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/no_1816.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/two_2081.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/percentile/Hilfe_311.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/low_shelf_filter/lsf_Hilfe_535.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/no_22.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/six_2251.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/bit_crush/bc_Hilfe_411.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/pitch_shift/ps_Hilfe_281.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/seven_1998.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/dog_348.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/tree_1318.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/left_1099.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/seven_band_parameter/sbp_Hilfe_517.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/no_66.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/seven_band_parameter/sbp_Hilfe_523.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/neg_emphesis/pne_Hilfe_226.wav,1,hilfe
/shareddrive/working/data_code/data/hilfe/trimmed/mp3_compression/mp3c_Hilfe_24.wav,1,hilfe
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/six_1482.wav,0,unknown
/shareddrive/working/data_code/data/neg_data/spcmd/all_words/original/eight_1743.wav,0,unknown
/shareddrive/working/data_code/data/hilfe/trimmed/band_pass/bp_Hilfe_72.wav,1,hilfe
